structure_id,formula,F,D,P,stoich_F,stoich_D,stoich_P,anion,track,polymorph,bonding_class,ICSD_Status
GdIrC4__cubic,GdIrC4,Gd,Ir,C,1,1,4,C,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
GdCoC4__cubic,GdCoC4,Gd,Co,C,1,1,4,C,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
GdRhN4__cubic,GdRhN4,Gd,Rh,N,1,1,4,N,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
GdYSe4__tetragonal,GdYSe4,Gd,Y,Se,1,1,4,Se,strict_ionic,tetragonal,Ionic,Non-ICSD
GdNb3P2__hexagonal,GdNb3P2,Gd,Nb,P,1,3,2,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
GdTa3P2__hexagonal,GdTa3P2,Gd,Ta,P,1,3,2,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
GdW3C2__orthorhombic,GdW3C2,Gd,W,C,1,3,2,C,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
GdMn3B2__hexagonal,GdMn3B2,Gd,Mn,B,1,3,2,B,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
GdAu3P2__hexagonal,GdAu3P2,Gd,Au,P,1,3,2,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
GdTi3B2__hexagonal,GdTi3B2,Gd,Ti,B,1,3,2,B,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
GdTa5B3__orthorhombic,GdTa5B3,Gd,Ta,B,1,5,3,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
GdNi5B3__orthorhombic,GdNi5B3,Gd,Ni,B,1,5,3,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
GdHf5C3__orthorhombic,GdHf5C3,Gd,Hf,C,1,5,3,C,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
GdPt5N3__orthorhombic,GdPt5N3,Gd,Pt,N,1,5,3,N,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
GdRh5N3__orthorhombic,GdRh5N3,Gd,Rh,N,1,5,3,N,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
GdZn5C3__orthorhombic,GdZn5C3,Gd,Zn,C,1,5,3,C,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
GdHf5B3__orthorhombic,GdHf5B3,Gd,Hf,B,1,5,3,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Gd2NbN3__orthorhombic,Gd2NbN3,Gd,Nb,N,2,1,3,N,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Gd2CrP3__orthorhombic,Gd2CrP3,Gd,Cr,P,2,1,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Gd2TiP3__orthorhombic,Gd2TiP3,Gd,Ti,P,2,1,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Gd2RhN3__orthorhombic,Gd2RhN3,Gd,Rh,N,2,1,3,N,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Gd2RhP3__orthorhombic,Gd2RhP3,Gd,Rh,P,2,1,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Gd2MnC3__orthorhombic,Gd2MnC3,Gd,Mn,C,2,1,3,C,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Gd2RhP4__orthorhombic,Gd2RhP4,Gd,Rh,P,2,1,4,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Gd2ZnP4__tetragonal,Gd2ZnP4,Gd,Zn,P,2,1,4,P,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
Gd2WN4__tetragonal,Gd2WN4,Gd,W,N,2,1,4,N,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
Gd2WS4__tetragonal,Gd2WS4,Gd,W,S,2,1,4,S,strict_ionic,tetragonal,Ionic,Non-ICSD
Gd2RhC4__orthorhombic,Gd2RhC4,Gd,Rh,C,2,1,4,C,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Gd2ZnSe4__orthorhombic,Gd2ZnSe4,Gd,Zn,Se,2,1,4,Se,strict_ionic,orthorhombic,Ionic,Non-ICSD
Gd2RuS4__orthorhombic,Gd2RuS4,Gd,Ru,S,2,1,4,S,strict_ionic,orthorhombic,Ionic,Non-ICSD
Gd2IrS6__monoclinic,Gd2IrS6,Gd,Ir,S,2,1,6,S,strict_ionic,monoclinic,Ionic,Non-ICSD
Gd2FeSe6__monoclinic,Gd2FeSe6,Gd,Fe,Se,2,1,6,Se,strict_ionic,monoclinic,Ionic,Non-ICSD
Gd2PtC6__monoclinic,Gd2PtC6,Gd,Pt,C,2,1,6,C,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Gd2OsSe6__monoclinic,Gd2OsSe6,Gd,Os,Se,2,1,6,Se,strict_ionic,monoclinic,Ionic,Non-ICSD
Gd2MoP6__monoclinic,Gd2MoP6,Gd,Mo,P,2,1,6,P,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Gd2YN6__monoclinic,Gd2YN6,Gd,Y,N,2,1,6,N,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Gd2Fe2N3__monoclinic,Gd2Fe2N3,Gd,Fe,N,2,2,3,N,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Gd2Fe2C3__monoclinic,Gd2Fe2C3,Gd,Fe,C,2,2,3,C,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Gd2Ni2C3__monoclinic,Gd2Ni2C3,Gd,Ni,C,2,2,3,C,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Gd2Nb2B3__monoclinic,Gd2Nb2B3,Gd,Nb,B,2,2,3,B,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Gd2Y2N3__monoclinic,Gd2Y2N3,Gd,Y,N,2,2,3,N,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Gd2Cr2N3__monoclinic,Gd2Cr2N3,Gd,Cr,N,2,2,3,N,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Gd2V2O5__monoclinic,Gd2V2O5,Gd,V,O,2,2,5,O,strict_ionic,monoclinic,Ionic,Non-ICSD
Gd2Ag2P5__orthorhombic,Gd2Ag2P5,Gd,Ag,P,2,2,5,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Gd2V2O5__orthorhombic,Gd2V2O5,Gd,V,O,2,2,5,O,strict_ionic,orthorhombic,Ionic,Non-ICSD
Gd2Nb2B5__monoclinic,Gd2Nb2B5,Gd,Nb,B,2,2,5,B,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
